source,group,label,fid,ela_distr.skewness,fitness_distance.fitness_std,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2
BBOB,f12: Bent Cigar,BBOB f12 i1: Bent Cigar,12.0,2.4509836248839436,9.984901701780274e-07,0.3121397008962067,-0.1184088029532804,0.48418119082389044,0.4850756378273904,0.8296604106457962,0.9627435759997481
BBOB,f12: Bent Cigar,BBOB f12 i2: Bent Cigar,12.0,4.781971381773203,3.705448545798177e-06,0.5647114329685688,-0.09194268438294122,0.3554781944868711,0.5547626482220125,0.4868122714773587,0.9404982176502936
BBOB,f12: Bent Cigar,BBOB f12 i3: Bent Cigar,12.0,4.3702447458400835,2.9357399315045612e-06,0.4887198698990981,-0.09270759485851422,0.36010696747598325,0.5170022474349105,0.5482583246592683,0.933219166957904
BBOB,f13: Sharp Ridge,BBOB f13 i1: Sharp Ridge,13.0,0.7171104888706561,0.01885906113621662,0.4571716220915361,-0.16041791260901678,0.421335477350783,0.6059178940821528,0.7818600988590128,0.976756752330318
BBOB,f13: Sharp Ridge,BBOB f13 i2: Sharp Ridge,13.0,0.8287106687228504,0.019878051037501097,0.6189265764404006,-0.14460567336875624,0.20358696346884986,0.7056089289655773,0.457920541980919,0.9735833100128761
BBOB,f13: Sharp Ridge,BBOB f13 i3: Sharp Ridge,13.0,0.5836139648340782,0.023370377826710566,0.5607939378041248,-0.12545236121026881,0.6681334945436279,0.8149003951446363,0.8017580010946364,0.9886569667776641
BBOB,f14: Sum Diff. Powers,BBOB f14 i1: Sum Diff. Powers,14.0,2.2333206752292227,0.0018304095992051565,0.6954785818255506,-0.12206846211734546,0.3324647255785462,0.5233890323283314,0.7654300648040437,0.9833329929650078
BBOB,f14: Sum Diff. Powers,BBOB f14 i2: Sum Diff. Powers,14.0,2.6175448068242555,0.0015296819325840622,0.6994542167035763,-0.11675869595030727,0.19169354936900407,0.6038986645346507,0.5192118883212903,0.9818798704649746
BBOB,f14: Sum Diff. Powers,BBOB f14 i3: Sum Diff. Powers,14.0,1.5459209737236383,0.0033904985468077627,0.6895554228887834,-0.15704496996653597,0.2021600138509947,0.2143845005773095,0.945176340693936,0.9761225128206855
BBOB,f15: Rastrigin,BBOB f15 i1: Rastrigin,15.0,2.9027525784999293,0.0013715888593311373,0.5249034410491166,-0.08380120282489123,0.4574695093141463,0.6378596464367765,0.708757351579106,0.9803020762058137
BBOB,f15: Rastrigin,BBOB f15 i2: Rastrigin,15.0,2.979392979319002,0.0018723105036065084,0.49309218204134975,-0.088880212913743,0.5572522351710741,0.7433769550466983,0.7184384228813994,0.9808898610995253
BBOB,f15: Rastrigin,BBOB f15 i3: Rastrigin,15.0,3.152055955664378,0.0013330068078076405,0.47809615517973403,-0.07501124096563776,0.4812030006561777,0.7154847803805695,0.611980201850346,0.9872343016123309
BBOB,f16: Weierstrass,BBOB f16 i1: Weierstrass,16.0,1.4041720107430664,0.011360031931941553,0.24702931970834932,-0.41760965211599327,0.1560424221646013,0.16803293302497446,0.21566261756637972,0.30844376363795356
BBOB,f16: Weierstrass,BBOB f16 i2: Weierstrass,16.0,1.3240663618803887,0.01397529585644172,0.2686885123230502,-0.4605815459221884,-0.0040037650575162065,0.023777666831025335,0.0013026385336651902,0.03150626464778883
BBOB,f16: Weierstrass,BBOB f16 i3: Weierstrass,16.0,1.5295617603475602,0.01045444578503087,0.21912515497312388,-0.475747804741999,0.0022888271049964493,0.00028117595345722446,0.0003310741116050453,0.09179608788388005
BBOB,f17: Schaffers F7,BBOB f17 i1: Schaffers F7,17.0,2.9131428663407704,0.0005421592117042041,0.4706715250417195,-0.2032718240238416,0.5312842741752541,0.563973781116891,0.6908706267890239,0.7562551301062276
BBOB,f17: Schaffers F7,BBOB f17 i2: Schaffers F7,17.0,2.969676155819418,0.0030894001684518995,0.4391834764356431,-0.22307249088877187,0.42610536540688104,0.577435687870504,0.5903765749885606,0.7557052489977484
BBOB,f17: Schaffers F7,BBOB f17 i3: Schaffers F7,17.0,0.9641617591171017,0.013262214711602402,0.3964136268131689,-0.3513523435081376,0.5146814608294489,0.5138481183316499,0.516864240336572,0.5189169460113718
BBOB,f18: Schaffers F7 Ill-cond.,BBOB f18 i1: Schaffers F7 Ill-cond.,18.0,2.295004476748778,0.0003418949655333549,0.4054309960581341,-0.1963260148974271,0.550645272992923,0.5862237745031528,0.7492518611354533,0.8147268245659532
BBOB,f18: Schaffers F7 Ill-cond.,BBOB f18 i2: Schaffers F7 Ill-cond.,18.0,4.070118675472661,0.002249610508447696,0.37441632498738614,-0.2138040983218449,0.38093435068216197,0.5302436746360166,0.5077464753726416,0.7329423656935768
BBOB,f18: Schaffers F7 Ill-cond.,BBOB f18 i3: Schaffers F7 Ill-cond.,18.0,0.9670205623388856,0.015635254928527204,0.3614659182896629,-0.3694168882257609,0.5456416466273024,0.5449413183567016,0.546124824955704,0.5489820419820404
BBOB,f19: Griewank-Rosenbrock,BBOB f19 i1: Griewank-Rosenbrock,19.0,3.452325707811652,0.0021918697668247135,0.3875398713796609,-0.10988657577061899,0.15865993167175374,0.5438170911774447,0.4341882171793534,0.9477856055352977
BBOB,f19: Griewank-Rosenbrock,BBOB f19 i2: Griewank-Rosenbrock,19.0,3.0475838757001807,0.003047714373358296,0.35850318766771677,-0.12837281020424784,0.193388842256342,0.504810648338682,0.49679760573897036,0.9275103091366969
BBOB,f19: Griewank-Rosenbrock,BBOB f19 i3: Griewank-Rosenbrock,19.0,2.542357264711277,0.0032373330932831557,0.34542636702421353,-0.15442701846129273,0.21841703404472168,0.41198611805203067,0.7043986974365029,0.9219493293459201
BBOB,f20: Schwefel,BBOB f20 i1: Schwefel,20.0,1.5166896103721166,5.314002213959243e-05,0.633580660965301,-0.10530556117903812,0.6193709368042687,0.7258813116672644,0.9091163504458796,0.999046484763168
BBOB,f20: Schwefel,BBOB f20 i2: Schwefel,20.0,1.532283274960807,1.0498556981584669e-05,0.5539480388157871,-0.104975016474808,0.622325739856809,0.7268139926744128,0.9088395796378734,0.9990925783287655
BBOB,f20: Schwefel,BBOB f20 i3: Schwefel,20.0,1.5312530167838505,4.137767805574158e-05,0.47636922521839986,-0.101275447575854,0.6509906170649395,0.7220924582035502,0.9052034388571844,0.9990732737778236
BBOB,f21: Gallagher 101,BBOB f21 i1: Gallagher 101,21.0,1.6489661396578716,0.01108173560435114,0.2772480550600364,-0.38200910617616074,0.0007675004327244439,0.07175891448816207,0.13434437848475822,0.33666441712093087
BBOB,f21: Gallagher 101,BBOB f21 i2: Gallagher 101,21.0,1.8397546297169194,0.012736400394028529,0.26288995428533085,-0.35167248852180216,0.16737592662931855,0.1704767803509275,0.27252997520271005,0.34362783231239546
BBOB,f21: Gallagher 101,BBOB f21 i3: Gallagher 101,21.0,1.5704923990868533,0.008269113066475587,0.23388667101793548,-0.36094283297564955,0.0987836340938868,0.226304810732181,0.09739409501558871,0.30158863646235845
BBOB,f22: Gallagher 21,BBOB f22 i1: Gallagher 21,22.0,-0.03448792114030964,0.022856600369223344,0.3497819487014526,-0.33173382501336485,0.12812349120582978,0.1323634148871028,0.18862015018486522,0.2337380303691894
BBOB,f22: Gallagher 21,BBOB f22 i2: Gallagher 21,22.0,-0.03720347744800118,0.030365880894360202,0.30209902477699974,-0.33377829678098925,0.09248809132355673,0.09783813202164715,0.18239379280607737,0.3502066372820417
BBOB,f22: Gallagher 21,BBOB f22 i3: Gallagher 21,22.0,0.11960680723625655,0.02970871969819686,0.30419077139903966,-0.33175780304444247,0.05941716023614152,0.12077993615217164,0.13618876510500788,0.331009207319658
BBOB,f23: Katsuura,BBOB f23 i1: Katsuura,23.0,0.058370960678653265,0.04537388554334897,0.19085673885439156,-0.679130999278845,-0.003648359432947057,-0.003656551409122022,-0.006576224694785582,-0.009039404656981276
BBOB,f23: Katsuura,BBOB f23 i2: Katsuura,23.0,0.10334783014095232,0.03301758096670272,0.20486315238449948,-0.6762257574749142,-0.003981423614461299,-0.005592612152100163,-0.007056023343110729,-0.01776375621502524
BBOB,f23: Katsuura,BBOB f23 i3: Katsuura,23.0,0.005246945508456609,0.03331669689865633,0.22205617894567378,-0.6723161967646111,-0.003390649902154541,-0.00537872749393542,0.004304063653195356,-0.0018837519078582776
BBOB,f24: Lunacek bi-Rastrigin,BBOB f24 i1: Lunacek bi-Rastrigin,24.0,0.5063957100020375,0.04561871211659745,0.26590909275521796,-0.4258674623995021,0.3537080148930801,0.3756684980744792,0.5831714051915313,0.630649490169021
BBOB,f24: Lunacek bi-Rastrigin,BBOB f24 i2: Lunacek bi-Rastrigin,24.0,0.4387630444164783,0.03252890421949236,0.32473516625327126,-0.4089322964895007,0.39339558413549314,0.40657625971338784,0.5964373758414615,0.6535640913480507
BBOB,f24: Lunacek bi-Rastrigin,BBOB f24 i3: Lunacek bi-Rastrigin,24.0,0.7050734891586905,0.041612609528624216,0.2806508814907927,-0.4143314083174109,0.36248057215134777,0.3639428924227064,0.5933078512922988,0.6579561289509666
PORTAL,P1_DeceptiveWaveletMaze,P1_DeceptiveWaveletMaze,,1.5398243905050493,0.01579775890410557,0.3645744676336289,-0.26207483598153053,0.262353510684063,0.4767687841272913,0.5681025733819386,0.8219241526033845
PORTAL,P2_TensorCoupledTwinBowl,P2_TensorCoupledTwinBowl,,0.8161402427237523,0.006482310441961324,0.4066693723860138,-0.17694277777790388,0.7868316316573513,0.787920452655882,0.9072494334632581,0.9156289098257439
PORTAL,P3_IllConditionedCuspRidge,P3_IllConditionedCuspRidge,,0.025161151295303236,0.060244877780011565,0.2957687469028557,-0.30387372027233306,0.03779470763768422,0.16870931177596682,0.12390386008002474,0.5628170107464383
PORTAL,P4_StackedMultiTransformChaos,P4_StackedMultiTransformChaos,,1.0085322694892722,0.008041999782658448,0.36948702321137666,-0.30420170398447205,0.5450480070269756,0.5652751205101959,0.6889255846739122,0.7603580531150584
PORTAL,P5_FiveRoundBasins,P5_FiveRoundBasins,,1.9149520685883576,0.0045060163308084395,0.2565057140813242,-0.13145006262619097,0.4290369695216243,0.7587439188948957,0.4349902277114681,0.9131357288744771
PORTAL,P6_FiveRotatedEllipsoids,P6_FiveRotatedEllipsoids,,1.0252565423833395,0.009492238327290865,0.2529248503046477,-0.17829163533435882,0.2898347474083598,0.460922730483182,0.5118059727841061,0.7739649671663777
PORTAL,P7_FourCoupledFormB,P7_FourCoupledFormB,,1.7914421607604685,0.005425820516025159,0.268731356402877,-0.1298690288192201,0.5066770119538055,0.7880148479247284,0.5067956803190421,0.9382387826171551
PORTAL,P8_FiveMildPeriodic,P8_FiveMildPeriodic,,2.086512941733952,0.0033693752685467152,0.28192939329496863,-0.20584448294184785,0.4815816777388532,0.7321649705168963,0.48558896279812336,0.820782806392611
PORTAL,P10_A2_Ellipsoid,P10_A2_Ellipsoid,,0.9865179740420388,0.0022240548192171074,0.6808111044167725,-0.1123524493992943,0.7445628442791099,0.7444563446724202,0.9840348087676483,0.9985701778945323
PORTAL,P11_A3_RotatedEllipsoid,P11_A3_RotatedEllipsoid,,0.8185841561053251,0.0014421694775802218,0.710522993718957,-0.10297049497544913,0.841778467147502,0.8472675695685457,0.9874520743873837,0.9995088390802812
PORTAL,P12_A4_IllConditioned,P12_A4_IllConditioned,,0.6806459310137778,0.008179153119473708,0.719493765542473,-0.11159368557013574,0.839118220715106,0.8388867286608368,0.9999999961862467,0.9999999998064487
PORTAL,P13_B1_SubQuadratic,P13_B1_SubQuadratic,,-0.09021923527765441,0.06684612952556018,0.6413638234281834,-0.1407113006490193,0.8306426444522442,0.830350664736822,0.8992876834583671,0.9588450081795008
PORTAL,P14_B2_LinearBasin,P14_B2_LinearBasin,,0.2716737832502656,0.03652183596305473,0.6964543815725193,-0.1261229003409236,0.7848104090480477,0.7843797573077169,0.9419047867413586,0.990707539350187
PORTAL,P15_B3_LogSin_Double,P15_B3_LogSin_Double,,0.9439613514178486,0.004507332808421978,0.374187043561523,-0.27935919574351525,0.5749674408907285,0.5745187104363974,0.6432411949798205,0.655667824812364
PORTAL,P16_B4_FormB_Coupled,P16_B4_FormB_Coupled,,0.11410273247020712,0.024290864491208253,0.6886648031465968,-0.11324515628010302,0.9182027776079759,0.9220780549649367,0.9929225398993828,0.9985793694993996
PORTAL,P17_C1_MildRipples_Sep,P17_C1_MildRipples_Sep,,1.44396491355155,0.006457499931739457,0.4189189472005429,-0.37374722439024755,0.2682060489757624,0.27137212595567184,0.5872152546870473,0.5985768285351378
PORTAL,P18_C2_StrongRipples_Rot,P18_C2_StrongRipples_Rot,,1.1646751955321673,0.00589790246462193,0.462673674878299,-0.2980555477057854,0.47951470992358336,0.48544209564254936,0.6931526661471172,0.706008661308535
PORTAL,P19_C3_HighFreqRipples,P19_C3_HighFreqRipples,,1.7533685345448622,0.006214743405185285,0.41478856348066445,-0.3426334633466393,0.3943082399699691,0.39417412055034806,0.5167704173031031,0.5195683852623256
PORTAL,P20_C4_RippleMultimodal,P20_C4_RippleMultimodal,,0.5111289702227342,0.0231700692879944,0.3515902115239992,-0.2852180153592032,0.03444018592758924,0.11878286988414322,0.6324668780331972,0.7723839923499853
PORTAL,P21_D1_MildLogSin_Sep,P21_D1_MildLogSin_Sep,,2.894188501671794,0.0033806765217822784,0.3649372905585681,-0.2875925797733496,0.2625339937347344,0.2611451704138398,0.3599438644001929,0.3555298595274313
PORTAL,P22_D2_StrongLogSin_Rot,P22_D2_StrongLogSin_Rot,,0.7419035021346916,0.011501411411948489,0.3883528179949206,-0.2971423850390745,0.10004693210394333,0.09852740710657626,0.5286960689206655,0.5456619574899583
PORTAL,P23_D3_LogSin_IllCond,P23_D3_LogSin_IllCond,,1.6065104001133426,0.005380635445102376,0.43590389631892684,-0.2735496035933915,0.4173387176269605,0.4308840235209006,0.5942106083629102,0.6289196511126138
PORTAL,P24_D4_LogSin_Multimodal,P24_D4_LogSin_Multimodal,,1.1518874956458907,0.014058582161134514,0.31051981326500067,-0.19220113601075317,0.6124653753839762,0.651194300156213,0.7487772808419977,0.8243690911605273
PORTAL,P25_E1_MildWavelet_Sep,P25_E1_MildWavelet_Sep,,0.7299943858753862,0.012599293810548789,0.6524303866587421,-0.13404622421149034,0.6756737413833731,0.6750940070104637,0.9943799234285844,0.9943537124863931
PORTAL,P26_E2_Additive_FormB_Sep,P26_E2_Additive_FormB_Sep,,0.7289687170621683,0.027915653138427934,0.43043583097862603,-0.32292956322411337,0.3870736433581371,0.3952793546175303,0.6806223229121595,0.7018055994666759
PORTAL,P27_E3_Wavelet_Multimodal,P27_E3_Wavelet_Multimodal,,1.078295124160331,0.01659683736671884,0.3292774836013174,-0.21922683505495144,0.11636931095070413,0.16087798115107643,0.73490952472185,0.8850266144617079
PORTAL,P28_E4_Wavelet_FormB,P28_E4_Wavelet_FormB,,0.2807982697213931,0.022902353172494144,0.5819585107210865,-0.15136464950509881,0.7304152356922939,0.7571685837647835,0.9462673946231817,0.9749111603589904
PORTAL,P29_F1_Tensor_Sep,P29_F1_Tensor_Sep,,0.5567066298569406,0.010242312330040089,0.4475371271627445,-0.18300366661439074,0.8374641319766465,0.8371369595457085,0.9299400058011622,0.9295924593424029
PORTAL,P30_F2_Tensor_Rot,P30_F2_Tensor_Rot,,0.9781283247343471,0.00890098499332468,0.43296616193618065,-0.21132594183845343,0.7041441362321826,0.7036522076794509,0.8964306063841933,0.8963817427583602
PORTAL,P31_F3_RadialRings,P31_F3_RadialRings,,1.3430046281592987,0.004625889648205137,0.44321848663391045,-0.31854068946238734,0.5893592304285649,0.5901114091981774,0.6594761255629301,0.6592223912067512
PORTAL,P32_F4_Radial_Additive,P32_F4_Radial_Additive,,1.5343634535764215,0.002568444862626937,0.4197295600128792,-0.2897235209309118,0.5615743217601629,0.5645682310507358,0.6775701502919448,0.684366897065281
PORTAL,P33_G1_K8_Tensor,P33_G1_K8_Tensor,,1.0147724645724883,0.016668747325757627,0.32342574330767027,-0.28053654734137295,0.3863722459211183,0.38536451998764776,0.7215926071887431,0.7708874241733713
PORTAL,P34_G2_FourBasins,P34_G2_FourBasins,,0.43614100150064916,0.0524231268200158,0.26121537992671484,-0.24637963131219154,0.25906578021087656,0.27084146239999873,0.3747500095529184,0.464430883816632
PORTAL,P35_G3_SevenBasins,P35_G3_SevenBasins,,0.7404942891309875,0.02656520220421352,0.2683322022124656,-0.19171116777636782,0.49433381263296994,0.5755936618366624,0.6186847051929981,0.8268811996901656
PORTAL,P36_G4_TenBasins,P36_G4_TenBasins,,0.9005928908683652,0.028459547196974404,0.4122228053865044,-0.2095721218524938,0.47526979272580294,0.5000303500641075,0.6020642925361233,0.8312926735224067
PORTAL,P37_H1_K12_Smooth,P37_H1_K12_Smooth,,0.46491078646626355,0.029382147862822193,0.3455808061626583,-0.25342809892907486,0.019420575693010367,0.06825599468351473,0.5364005440999633,0.7132089572339033
PORTAL,P38_H2_K3_LogSin,P38_H2_K3_LogSin,,0.8949123594258992,0.021151108103678044,0.40539976878013817,-0.27989081252417186,0.2711459100982052,0.2790409377503925,0.4563263652177576,0.7656751049112831
PORTAL,P39_H3_K5_Tensor,P39_H3_K5_Tensor,,0.5226654474317668,0.03802753844585543,0.36386640479207577,-0.38332222163980495,0.07469885102655505,0.09767392209899806,0.48427503881045564,0.6222994751393761
PORTAL,P40_H4_K3_WaveletLogSin,P40_H4_K3_WaveletLogSin,,1.9184800142075995,0.00850170357040915,0.42833581641932905,-0.25022152586970975,0.34441097658929387,0.37766364393088103,0.6684214336896517,0.7301184911983483
PORTAL,P41_I1_LogSin_SubQuad,P41_I1_LogSin_SubQuad,,-0.004268413621872179,0.07074432828436064,0.5045255290632077,-0.3030390404578403,0.05092675185384443,0.04927993655326668,0.7276625124779519,0.7548511826634532
PORTAL,P42_I2_Tensor_K3_FormB,P42_I2_Tensor_K3_FormB,,0.1406130845526525,0.030717772180736944,0.3473597527161968,-0.1969933096808491,0.8192806590542713,0.8216205449669943,0.8863676634399107,0.915191089934464
PORTAL,P43_I3_LogSin_K4_IllCond,P43_I3_LogSin_K4_IllCond,,1.410927347375957,0.01716390444479953,0.3562570331115486,-0.3099890720369396,0.3380048789067047,0.3638136369424303,0.5957196843917367,0.6645656392257819
PORTAL,P44_I4_Additive_SubQuad,P44_I4_Additive_SubQuad,,0.22656912593413162,0.047683782136276366,0.42403486008753133,-0.2927206102296886,0.5949836068522758,0.5942698104417417,0.7015273119300098,0.809538694253683
PORTAL,P45_J1_K10_IllCond,P45_J1_K10_IllCond,,0.5461710013603515,0.02778408627414734,0.25630869724896416,-0.26348389340964024,0.005298251834870205,0.1190424776657889,0.3772778405057704,0.7571455139067977
PORTAL,P46_J2_FormB_K4,P46_J2_FormB_K4,,0.5465670071805232,0.03477563991304408,0.5965942818638883,-0.1468902621491086,0.6176395626396618,0.6220127500448931,0.8991783523206304,0.975528699428271
PORTAL,P47_J3_Tensor_IllCond,P47_J3_Tensor_IllCond,,0.9724170098389593,0.013917776823818569,0.38803453014827805,-0.30279305031796727,0.28295253815722,0.2858073990886707,0.7977681360407276,0.8002190559399192
PORTAL,P48_J4_K5_TripleTransform,P48_J4_K5_TripleTransform,,1.2688879777089515,0.02352558123262162,0.34447707132395106,-0.3829197959561116,0.07340402849765693,0.1923157157601334,0.3758777942851095,0.5340637818221866
PORTAL,P9_A1_Sphere,P9_A1_Sphere,,0.4373179469866894,0.01905810621540131,0.7079150651421571,-0.18772128539426008,0.10061515260919973,0.09932800296170297,1.0,1.0
